Name	Sex	Country	Continent
Abrahim & Bonaldo	F	Brazil	S America
Abrous & Bosmans	F	Tunisia	Africa
Absolon & Kratochvíl	M	Czech Republic	Europe
Agnarsson	M	Iceland	Europe
Agnarsson & Chomitz	M	Iceland	Europe
Agnarsson & Goh	M	Iceland	Europe
Agnarsson & Kuntner	M	Iceland	Europe
Agnarsson & Sargeant	M	Iceland	Europe
Agnarsson & Van Patten	M	Iceland	Europe
Agnarsson, Kuntner & Jencik	M	Iceland	Europe
Agnarsson, Veve & Kuntner	M	Iceland	Europe
Ahmed, Anam, Saikia, Manthen & Saikia	M	Iceland	Europe
Ahmed, Sumukha, Khalap, Mohan & Jadhav	M	Iceland	Europe
Aisen & Ramírez	M	Argentina	S America
Akpınar	F	Turkey	Asia
Alayón	M	Cuba	N America
Alayón & Víquez	M	Cuba	N America
Alderweireldt	M	Belgium	Europe
Alderweireldt & Jocqué	M	Belgium	Europe
Alicata	M	Italy	Europe
Alicata & Cantarella	M	Italy	Europe
Almeida-Silva, Brescovit & Dias	F	Brazil	S America
Almeida-Silva, Griswold & Brescovit	F	Brazil	S America
Almeida, Salvatierra & de Morais	M	Brazil	S America
Álvares, Loyola & De Maria	M	Brazil	S America
Álvarez-Padilla	M	Mexico	N America
Álvarez-Padilla, Kallal & Hormiga	M	Mexico	N America
Álvarez-Padilla, Ubick & Griswold	M	Mexico	N America
Andreeva	F	Russia	Europe
Andreeva & Tyschchenko	F	Russia	Europe
Andreeva, Hęciak & Prószyński	F	Poland	Europe
Andriamalala	F	United States of America	N America
Archer	M	United States of America	N America
Arita	M	Japan	Asia
Arnedo & Ribera	M	Spain	Europe
Arnedo, Oromí & Ribera	M	Spain	Europe
Audouin	M	France	Europe
Ausserer	M	Austria	Europe
Azarkina	F	Russia	Europe
Azarkina & Foord	F	Russia 	Europe
Azarkina & Komnenov	F	Russia 	Europe
Azarkina & Zamani	F	Russia 	Europe
Azarkina, Wesołowska & Russell-Smith	F	Russia	Europe
Baba	M	Japan	Asia
Baba & Tanikawa	M	Japan	Asia
Bacelar	F	Portugal	Europe
Baehr	F	Germany	Europe
Baehr & Baehr	F	Australia 	Oceania
Baehr & Churchill	F	Australia 	Oceania
Baehr & Harvey	F	Australia 	Oceania
Baehr & Jocqué	F	Australia 	Oceania
Baehr & Ott	F	Australia 	Oceania
Baehr & Raven	F	Australia 	Oceania
Baehr & Smith	F	Australia 	Oceania
Baehr & Thoma	F	Australia 	Oceania
Baehr & Whyte	F	Australia 	Oceania
Baehr, Harms, Dupérré & Raven	F	Australia 	Oceania
Baehr, Harvey & Smith	F	Australia 	Oceania
Baehr, Raven & Harms	F	Australia 	Oceania
Baehr, Raven & Hebron	F	Australia 	Oceania
Baehr, Schubert & Harms	F	Australia 	Oceania
Baert	M	Belgium	Europe
Baert & Maelfait	M	Belgium	Europe
Bakhvalov	M	Russia	Europe
Ballarin & Pantini	M	Italy	Europe
Ballarin, Marusik, Omelko & Koponen	M	Italy	Europe
Balogh	M	Hungary	Europe
Balogh & Loksa	M	Hungary	Europe
Banks	M	United States of America	N America
Bao & Yin	F	China	Asia
Bao, Bai & Tu	F	China	Asia
Baptista	M	Brazil	S America
Baptista, Castanheira & do Prado	M	Brazil	S America
Barensteiner & Wehinger	F	Germany	Europe
Barnes	M	United States of America	N America
Barone, Werenkraut & Ramírez	F	Argentina	S America
Barrientos	M	Spain	Europe
Barrion	M	Philippines	Asia
Barrion & Barrion-Dupo	M	Philippines	Asia
Barrion & Litsinger	M	Philippines	Asia
Barrion-Dupo	F	Philippines	Asia
Barrion-Dupo & Barrion	F	Philippines	Asia
Barrion-Dupo, Barrion & Heong	F	Philippines	Asia
Barrion, Barrion-Dupo & Heong	M	Philippines	Asia
Barrows	M	United States of America	N America
Barrows & Ivie	M	United States of America	N America
Bastawade	M	India	Asia
Basu	M	India	Asia
Basumatary & Brahma	M	India	Asia
Bauab	F	Brazil	S America
Bauab & Soares	F	Brazil	S America
Bauchhenss & Uhlenhaut	F	Germany	Europe
Bayer	M	Germany	Europe
Bayer & Jäger	M	Germany	Europe
Bayer, Foelix & Alderweireldt	M	Germany	Europe
Bayram, Kunt & Yağmur	M	Turkey	Asia
Beatty	M	United States of America	N America
Beatty & Berry	M	United States of America	N America
Becker	M	Belgium	Europe
Beladjal & Bosmans	F	Algeria	Africa
Benjamin	M	Sri Lanka	Asia
Benjamin & Kanesharatnam	M	Sri Lanka	Asia
Bennett	M	Canada	N America
Benoit	M	France	Europe
Benoit & Emerit	M	France	Europe
Berland	M	France	Europe
Berland & Millot	M	France	Europe
Berry, Beatty & Prószyński	M	United States of America	N America
Bertani	M	Brazil	S America
Bertani & Huff	M	Brazil	S America
Bertani & Leal	M	Brazil	S America
Bertani, Fukushima & Nagahama	M	Brazil	S America
Bertani, Nagahama & Fukushima	M	Brazil	S America
Bertani, von Schimonsky & Gallão	M	Brazil	S America
Bertkau	M	Gemany	Europe
Bhandari & Gajbe	F	India	Asia
Birabén	M	Chile	S America
Bishop & Crosby	M	United States of America	N America
Biswas	M	Bangladesh	Asia
Biswas & Begum	M	Bangladesh	Asia
Biswas & Biswas	M	Bangladesh	Asia
Biswas & Raychaudhuri	M	Bangladesh	Asia
Biswas, Kundu, Kundu, Saha & Raychaudhuri	M	Bangladesh	Asia
Bjørn	M	Denmark	Europe
Blackwall	M	United Kingdom	Europe
Blagoev & Dondale	M	Bulgaria	Europe
Blandin	M	France	Europe
Blest	M	Germany	Europe
Blest & Vink	M	Germany	Europe
Blick	M	Germany	Europe
Bodkhe, Manthen & Tanikawa	M	India	Asia
Bodkhe, Uniyal, Kamble, Manthen, Santape & Chikhale	M	India	Asia
Bohdanowicz	M	Poland	Europe
Bohdanowicz & Prószyński	M	Poland	Europe
Bolzern	M	Switzerland	Europe
Bolzern & Hänggi	M	Switzerland	Europe
Bolzern & Platnick	M	Switzerland	Europe
Bolzern, Burckhardt & Hänggi	M	Switzerland	Europe
Bolzern, Crespo & Cardoso	M	Switzerland	Europe
Bolzern, Pantini & Isaia	M	Switzerland	Europe
Bonaldo	M	Brazil	S America
Bonaldo & Brescovit	M	Brazil	S America
Bonaldo & Buckup	M	Brazil	S America
Bonaldo & Lise	M	Brazil	S America
Bonaldo & Saturnino	M	Brazil	S America
Bonaldo, Brescovit & Rheims	M	Brazil	S America
Bonaldo, Rheims & Brescovit	M	Brazil	S America
Bonaldo, Saturnino, Ramírez & Brescovit	M	Brazil	S America
Bond	M	United States of America	N America
Bond & Godwin	M	United States of America	N America
Bond & Opell	M	United States of America	N America
Bond & Platnick	M	United States of America	N America
Bond & Taylor	M	United States of America	N America
Bosco & Chuang	F	United States of America	N America
Bösenberg	M	Germany	Europe
Bösenberg & Lenz	M	Germany	Europe
Bösenberg & Strand	M	Germany	Europe
Bosmans	M	Belgium	Europe
Bosmans & Beladjal	M	Belgium	Europe
Bosmans & Blick	M	Belgium	Europe
Bosmans & Bosselaers	M	Belgium	Europe
Bosmans & Bouragba	M	Belgium	Europe
Bosmans & Cardoso	M	Belgium	Europe
Bosmans & Draney	M	Belgium	Europe
Bosmans & Gasparo	M	Belgium	Europe
Bosmans & Hillyard	M	Belgium	Europe
Bosmans & Jocqué	M	Belgium	Europe
Bosmans & Oger	M	Belgium	Europe
Bosmans & Pantini	M	Belgium	Europe
Bosmans & Thijs	M	Belgium	Europe
Bosmans & Van Hove	M	Belgium	Europe
Bosmans & Van Keer	M	Belgium	Europe
Bosselaers	M	Belgium	Europe
Bosselaers & Jocqué	M	Belgium	Europe
Bourne	M	Switzerland	Europe
Bradley	M	Australia	Oceania
Brændegaard	M	Denmark	Europe
Braga-Pereira & Santos	M	Brazil	S America
Braul & Lise	M	Brazil	S America
Brescovit	M	Brazil	S America
Brescovit & Bonaldo	M	Brazil	S America
Brescovit & Cunha	M	Brazil	S America
Brescovit & Höfer	M	Brazil	S America
Brescovit & Lise	M	Brazil	S America
Brescovit & Lopardo	M	Brazil	S America
Brescovit & Ramos	M	Brazil	S America
Brescovit & Rheims	M	Brazil	S America
Brescovit & Sánchez-Ruiz	M	Brazil	S America
Brescovit & Simó	M	Brazil	S America
Brescovit, Bonaldo & Barreiros	M	Brazil	S America
Brescovit, Rheims & Ott	M	Brazil	S America
Brescovit, Rheims & Santos	M	Brazil	S America
Brescovit, Sánchez-Ruiz & Alayón	M	Brazil	S America
Brescovit, Sánchez-Ruiz & Bonaldo	M	Brazil	S America
Brignoli	M	Italy	Europe
Bristowe	M	United Kingdom	Europe
Brito Capello	M	Portugal	Europe
Brullé	M	France	Europe
Bryant	F	United States of America	N America
Buchar	M	Czech Republic	Europe
Bücherl	M	Brazil	S America
Bücherl, Timotheo & Lucas	M	Brazil	S America
Buckup & Brescovit	F	Brazil	S America
Buckup & Marques	F	Brazil	S America
Buckup, Marques & Rodrigues	F	Brazil	S America
Bullmer, Thierer-Lutz & Schmidt	M	Germany	Europe
Burger	M	United States of America	N America
Bustamante & Ruiz	M	Chile	S America
Bustamante & Scioscia	M	Chile	S America
Butler	M	United Kingdom	Europe
C. Koch	M	Germany	Europe
C. L. Koch	M	Germany	Europe
Cabra-García & Brescovit	M	Colombia	S America
Cala-Riquelme	M	Colombia	S America
